13:13:37	65	BUS_STOP	NaN	16:33:37
13:13:44	61	BUS_STOP	NaN	16:33:44
13:13:51	63	BUS_STOP	NaN	16:33:51
13:13:57	62	BUS_STOP	NaN	16:33:57
13:14:04	60	BUS_STOP	NaN	16:34:04
13:14:11	58	PRIDE_OF_EDINBURGH(GIFT_SHOP)	SHOPPING	16:34:11
13:14:18	58	PRIDE_OF_EDINBURGH(GIFT_SHOP)	SHOPPING	16:34:18
13:14:25	55	PRIDE_OF_EDINBURGH(GIFT_SHOP)	SHOPPING	16:34:25
13:14:32	55	PRIDE_OF_EDINBURGH(GIFT_SHOP)	SHOPPING	16:34:32
13:14:38	55	PRIDE_OF_EDINBURGH(GIFT_SHOP)	SHOPPING	16:34:38
13:14:45	53	PRIDE_OF_EDINBURGH(GIFT_SHOP)	SHOPPING	16:34:45
13:14:52	52	PRIDE_OF_EDINBURGH(GIFT_SHOP)	SHOPPING	16:34:52
13:14:59	53	PRIDE_OF_EDINBURGH(GIFT_SHOP)	SHOPPING	16:34:59
13:15:06	54	PRIDE_OF_EDINBURGH(GIFT_SHOP)	SHOPPING	16:35:06
13:15:13	53	PRIDE_OF_EDINBURGH(GIFT_SHOP)	SHOPPING	16:35:13
13:15:19	53	PRIDE_OF_EDINBURGH(GIFT_SHOP)	SHOPPING	16:35:19
13:15:26	52	PRIDE_OF_EDINBURGH(GIFT_SHOP)	SHOPPING	16:35:26
13:15:33	51	PRIDE_OF_EDINBURGH(GIFT_SHOP)	SHOPPING	16:35:33
13:15:40	54	PRIDE_OF_EDINBURGH(GIFT_SHOP)	SHOPPING	16:35:40
13:15:47	52	PRIDE_OF_EDINBURGH(GIFT_SHOP)	SHOPPING	16:35:47
13:15:54	52	PRIDE_OF_EDINBURGH(GIFT_SHOP)	SHOPPING	16:35:54
13:16:01	50	PRIDE_OF_EDINBURGH(GIFT_SHOP)	SHOPPING	16:36:01
13:16:07	50	PRIDE_OF_EDINBURGH(GIFT_SHOP)	SHOPPING	16:36:07
13:16:14	50	PRIDE_OF_EDINBURGH(GIFT_SHOP)	SHOPPING	16:36:14
13:16:21	50	PRIDE_OF_EDINBURGH(GIFT_SHOP)	SHOPPING	16:36:21
13:16:28	49	ROAD	NaN	16:36:28
13:16:35	48	ROAD	NaN	16:36:35
13:16:42	50	ROAD	NaN	16:36:42
13:16:49	49	ROAD	NaN	16:36:49
13:16:55	51	ROAD	NaN	16:36:55
13:17:02	50	ROAD	NaN	16:37:02
13:17:09	48	ROAD	NaN	16:37:09
13:17:16	49	ROAD	NaN	16:37:16
13:17:23	48	ROAD	NaN	16:37:23
13:17:30	49	ROAD	NaN	16:37:30
13:17:37	47	ROAD	NaN	16:37:37
13:17:44	48	ROAD	NaN	16:37:44
13:17:50	45	ROAD	NaN	16:37:50
13:17:57	47	ROAD	NaN	16:37:57
13:18:04	48	ROAD	NaN	16:38:04
13:18:11	47	ROAD	NaN	16:38:11
13:18:18	49	ROAD	NaN	16:38:18
13:18:25	47	ROAD	NaN	16:38:25
13:18:32	46	ROAD	NaN	16:38:32
13:18:39	48	ROAD	NaN	16:38:39
13:18:45	48	ROAD	NaN	16:38:45
13:18:52	48	ROAD	NaN	16:38:52
13:18:59	47	ROAD	NaN	16:38:59
13:19:06	47	ROAD	NaN	16:39:06
13:19:13	48	ROAD	NaN	16:39:13
13:19:20	47	ROAD	NaN	16:39:20
13:19:26	48	ROAD	NaN	16:39:26
13:19:33	48	ROSS_FOUNTAIN	TOURISTIC	16:39:33
13:19:40	48	ROSS_FOUNTAIN	TOURISTIC	16:39:40
13:19:47	48	ROSS_FOUNTAIN	TOURISTIC	16:39:47
13:19:54	48	ROSS_FOUNTAIN	TOURISTIC	16:39:54
13:20:01	47	ROSS_FOUNTAIN	TOURISTIC	16:40:01
13:20:08	47	ROSS_FOUNTAIN	TOURISTIC	16:40:08
13:20:15	47	ROSS_FOUNTAIN	TOURISTIC	16:40:15
13:20:22	48	ROSS_FOUNTAIN	TOURISTIC	16:40:22
13:20:28	47	ROSS_FOUNTAIN	TOURISTIC	16:40:28
13:20:35	47	ROSS_FOUNTAIN	TOURISTIC	16:40:35
13:20:42	48	ROSS_FOUNTAIN	TOURISTIC	16:40:42
13:20:49	45	ROSS_FOUNTAIN	TOURISTIC	16:40:49
13:20:56	48	ROSS_FOUNTAIN	TOURISTIC	16:40:56
13:21:03	48	ROSS_FOUNTAIN	TOURISTIC	16:41:03
13:21:09	47	ROSS_FOUNTAIN	TOURISTIC	16:41:09
13:21:16	48	ROSS_FOUNTAIN	TOURISTIC	16:41:16
13:21:23	48	ROSS_FOUNTAIN	TOURISTIC	16:41:23
13:21:30	46	ROSS_FOUNTAIN	TOURISTIC	16:41:30
13:21:37	45	ROSS_FOUNTAIN	TOURISTIC	16:41:37
13:21:44	46	ROSS_FOUNTAIN	TOURISTIC	16:41:44
13:21:51	46	ROSS_FOUNTAIN	TOURISTIC	16:41:51
13:21:58	47	ROSS_FOUNTAIN	TOURISTIC	16:41:58
