08:47:37	762	HOME	NaN	16:33:37
08:47:42	759	HOME	NaN	16:33:42
08:47:47	756	HOME	NaN	16:33:47
08:47:53	752	HOME	NaN	16:33:53
08:47:58	750	HOME	NaN	16:33:58
08:48:03	746	HOME	NaN	16:34:03
08:48:09	743	HOME	NaN	16:34:09
08:48:14	740	HOME	NaN	16:34:14
08:48:19	737	HOME	NaN	16:34:19
08:48:24	734	HOME	NaN	16:34:24
08:48:30	731	HOME	NaN	16:34:30
08:48:35	728	HOME	NaN	16:34:35
08:48:40	724	HOME	NaN	16:34:40
08:48:45	721	HOME	NaN	16:34:45
08:48:51	719	HOME	NaN	16:34:51
08:48:56	717	HOME	NaN	16:34:56
08:49:01	714	HOME	NaN	16:35:01
08:49:06	711	HOME	NaN	16:35:06
08:49:11	708	HOME	NaN	16:35:11
08:49:17	705	HOME	NaN	16:35:17
08:49:22	702	HOME	NaN	16:35:22
08:49:27	700	HOME	NaN	16:35:27
08:49:34	698	HOME	NaN	16:35:34
08:49:41	697	HOME	NaN	16:35:41
08:49:48	692	HOME	NaN	16:35:48
08:49:55	688	HOME	NaN	16:35:55
08:50:01	686	HOME	NaN	16:36:01
08:50:08	678	HOME	NaN	16:36:08
08:50:15	674	HOME	NaN	16:36:15
08:50:22	671	HOME	NaN	16:36:22
08:50:29	668	HOME	NaN	16:36:29
08:50:36	664	HOME	NaN	16:36:36
08:50:43	665	HOME	NaN	16:36:43
08:50:49	660	HOME	NaN	16:36:49
08:50:56	657	HOME	NaN	16:36:56
08:51:03	657	HOME	NaN	16:37:03
08:51:10	648	HOME	NaN	16:37:10
08:51:17	643	HOME	NaN	16:37:17
08:51:24	638	HOME	NaN	16:37:24
08:51:30	634	HOME	NaN	16:37:30
08:51:37	629	HOME	NaN	16:37:37
08:51:44	630	HOME	NaN	16:37:44
08:51:51	627	HOME	NaN	16:37:51
08:51:58	624	HOME	NaN	16:37:58
08:52:05	624	HOME	NaN	16:38:05
08:52:12	618	HOME	NaN	16:38:12
08:52:18	619	HOME	NaN	16:38:18
08:52:25	617	HOME	NaN	16:38:25
08:52:32	612	HOME	NaN	16:38:32
08:52:39	611	HOME	NaN	16:38:39
08:52:46	603	HOME	NaN	16:38:46
08:52:52	598	HOME	NaN	16:38:52
08:52:59	595	HOME	NaN	16:38:59
08:53:06	589	HOME	NaN	16:39:06
08:53:13	587	HOME	NaN	16:39:13
08:53:20	582	HOME	NaN	16:39:20
08:53:27	576	HOME	NaN	16:39:27
08:53:33	577	HOME	NaN	16:39:33
08:53:40	571	HOME	NaN	16:39:40
08:53:47	567	HOME	NaN	16:39:47
08:53:54	562	HOME	NaN	16:39:54
08:54:01	560	HOME	NaN	16:40:01
08:54:08	560	HOME	NaN	16:40:08
08:54:15	557	HOME	NaN	16:40:15
08:54:21	550	HOME	NaN	16:40:21
08:54:28	546	HOME	NaN	16:40:28
08:54:35	542	HOME	NaN	16:40:35
08:54:42	543	HOME	NaN	16:40:42
08:54:49	539	HOME	NaN	16:40:49
08:54:56	536	HOME	NaN	16:40:56
08:55:03	532	HOME	NaN	16:41:03
08:55:09	531	HOME	NaN	16:41:09
08:55:16	523	HOME	NaN	16:41:16
08:55:23	520	HOME	NaN	16:41:23
08:55:30	516	HOME	NaN	16:41:30
08:55:37	515	HOME	NaN	16:41:37
08:55:43	512	HOME	NaN	16:41:43
08:55:50	510	HOME	NaN	16:41:50
08:55:57	507	HOME	NaN	16:41:57
08:56:04	503	HOME	NaN	16:42:04
08:56:10	500	HOME	NaN	16:42:10
08:56:17	496	HOME	NaN	16:42:17
08:56:24	494	HOME	NaN	16:42:24
08:56:31	489	HOME	NaN	16:42:31
08:56:38	486	HOME	NaN	16:42:38
08:56:45	485	HOME	NaN	16:42:45
08:56:52	481	HOME	NaN	16:42:52
08:56:59	480	HOME	NaN	16:42:59
08:57:05	476	HOME	NaN	16:43:05
08:57:12	473	HOME	NaN	16:43:12
08:57:19	467	HOME	NaN	16:43:19
08:57:26	464	HOME	NaN	16:43:26
08:57:33	465	HOME	NaN	16:43:33
08:57:39	458	HOME	NaN	16:43:39
08:57:46	459	HOME	NaN	16:43:46
08:57:53	452	HOME	NaN	16:43:53
08:58:00	451	HOME	NaN	16:44:00
08:58:07	447	HOME	NaN	16:44:07
08:58:14	445	HOME	NaN	16:44:14
08:58:21	444	HOME	NaN	16:44:21
08:58:27	439	HOME	NaN	16:44:27
08:58:34	434	HOME	NaN	16:44:34
08:58:41	434	HOME	NaN	16:44:41
08:58:48	432	HOME	NaN	16:44:48
08:58:55	429	HOME	NaN	16:44:55
08:59:02	428	HOME	NaN	16:45:02
08:59:09	422	HOME	NaN	16:45:09
08:59:15	423	HOME	NaN	16:45:15
08:59:22	417	HOME	NaN	16:45:22
08:59:29	415	HOME	NaN	16:45:29
08:59:36	413	HOME	NaN	16:45:36
08:59:43	411	HOME	NaN	16:45:43
08:59:50	409	HOME	NaN	16:45:50
08:59:57	405	HOME	NaN	16:45:57
09:00:03	404	HOME	NaN	16:46:03
09:00:10	399	HOME	NaN	16:46:10
09:00:17	399	HOME	NaN	16:46:17
09:00:24	396	HOME	NaN	16:46:24
09:00:31	395	HOME	NaN	16:46:31
